step,timestamp,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
3,2026-08-01 03:00:00,DEBIT,1481.4,C498030387,56426.59,54945.19,C310829957,61077.26,62558.66,0,0
3,2026-08-01 03:00:00,TRANSFER,170577.84,C809935753,327729.11,157151.27,C490193863,27086.23,197664.07,0,0
3,2026-08-01 03:00:00,PAYMENT,39944.62,C377107352,75079.76,35135.14,M859060920,57170.23,97114.85,0,0
3,2026-08-01 03:00:00,DEBIT,1825.51,C537341403,125470.26,123644.75,C888634711,146853.73,148679.24,0,0
3,2026-08-01 03:00:00,CASH_IN,1471.44,C837795025,150473.34,151944.78,C729777979,73434.46,71963.02,0,0
3,2026-08-01 03:00:00,CASH_OUT,3695.97,C824101993,249488.38,245792.41,C843591798,142890.13,146586.1,0,0
3,2026-08-01 03:00:00,CASH_IN,914.5,C172835244,245582.16,246496.66,C767595154,10718.7,9804.2,0,0
3,2026-08-01 03:00:00,CASH_OUT,890.32,C683191501,336622.7,335732.38,C816867708,5892.83,6783.15,0,0
3,2026-08-01 03:00:00,CASH_OUT,1941.52,C656599296,66384.98,64443.46,C568233395,86299.52,88241.04,0,0
3,2026-08-01 03:00:00,TRANSFER,1003.03,C284384979,158029.98,157026.95,C993133736,110438.07,111441.1,0,0
3,2026-08-01 03:00:00,TRANSFER,2431.07,C706662638,71704.51,69273.44,C936080083,32618.85,35049.92,0,0
3,2026-08-01 03:00:00,PAYMENT,3273.69,C682773784,235560.64,232286.95,M472957015,75503.77,78777.46,0,0
4,2026-08-01 04:00:00,DEBIT,16.12,C723711435,74954.29,74938.17,C144417701,130941.08,130957.2,0,0
4,2026-08-01 04:00:00,CASH_IN,87.91,C987532399,303828.66,303916.57,C861723262,114258.67,114170.76,0,0
4,2026-08-01 04:00:00,CASH_OUT,470.76,C986183112,343967.82,343497.06,C153715494,34772.09,35242.85,0,0
4,2026-08-01 04:00:00,PAYMENT,2833.41,C673214600,111235.65,108402.24,M144948320,50170.71,53004.12,0,0
4,2026-08-01 04:00:00,PAYMENT,531.83,C811078825,258906.98,258375.15,M783521225,45868.69,46400.52,0,0
4,2026-08-01 04:00:00,PAYMENT,72855.26,C718376382,186713.86,113858.6,M439661362,107926.04,180781.3,0,0
4,2026-08-01 04:00:00,PAYMENT,7570.87,C898866280,126068.06,118497.19,M194972804,145227.17,152798.04,0,0
4,2026-08-01 04:00:00,CASH_OUT,41496.73,C836592280,67333.66,25836.93,C111296883,42011.77,83508.5,0,0
4,2026-08-01 04:00:00,CASH_IN,7638.33,C270773807,251863.23,259501.56,C115540306,88245.08,80606.75,0,0
4,2026-08-01 04:00:00,PAYMENT,148.43,C940309479,55980.7,55832.27,M478415549,148283.78,148432.21,0,0
4,2026-08-01 04:00:00,PAYMENT,285.08,C389529563,98582.81,98297.73,M987219314,23636.92,23922.0,0,0
4,2026-08-01 04:00:00,CASH_OUT,802.72,C433169217,321904.23,321101.51,C220963880,98862.35,99665.07,0,0
4,2026-08-01 04:00:00,PAYMENT,271.78,C382861521,178173.42,177901.64,M265804116,49798.21,50069.99,0,0
4,2026-08-01 04:00:00,DEBIT,10203.24,C946294551,299002.57,288799.33,C163322306,148750.28,158953.52,0,0
5,2026-08-01 05:00:00,PAYMENT,1408.03,C407515473,268756.64,267348.61,M192885050,16315.7,17723.73,0,0
5,2026-08-01 05:00:00,PAYMENT,2515.26,C630481754,131995.51,129480.25,M584017908,67688.49,70203.75,0,0
5,2026-08-01 05:00:00,PAYMENT,16363.45,C771174315,76699.55,60336.1,M849402971,38246.0,54609.45,0,0
5,2026-08-01 05:00:00,PAYMENT,39453.58,C559716535,35418.81,0.0,M446744040,4752.35,44205.93,0,0
5,2026-08-01 05:00:00,TRANSFER,1176.2,C886333217,336239.43,335063.23,C776576402,144539.58,145715.78,0,0
5,2026-08-01 05:00:00,PAYMENT,208.71,C839397605,113983.1,113774.39,M609304655,85225.78,85434.49,0,0
5,2026-08-01 05:00:00,TRANSFER,275.1,C978099717,235753.6,235478.5,C347686717,105118.07,105393.17,0,0
5,2026-08-01 05:00:00,TRANSFER,11378.6,C731593136,255739.23,244360.63,C666446017,93041.24,104419.84,0,0
5,2026-08-01 05:00:00,PAYMENT,2770.47,C356152790,69590.22,66819.75,M541687815,22271.04,25041.51,0,0
5,2026-08-01 05:00:00,PAYMENT,440.26,C453444827,242984.12,242543.86,M330846821,25584.06,26024.32,0,0
5,2026-08-01 05:00:00,TRANSFER,5617.33,C408914443,3754.23,0.0,C347061131,93966.83,99584.16,0,0
5,2026-08-01 05:00:00,CASH_OUT,328.12,C760230282,146661.9,146333.78,C828494167,116971.43,117299.55,0,0
5,2026-08-01 05:00:00,CASH_IN,111.08,C994471214,122967.27,123078.35,C128159040,91660.53,91549.45,0,0
5,2026-08-01 05:00:00,PAYMENT,77.79,C862840123,326518.41,326440.62,M381975761,85556.08,85633.87,0,0
6,2026-08-01 06:00:00,PAYMENT,183.83,C589548336,345115.78,344931.95,M390525718,111894.35,112078.18,0,0
6,2026-08-01 06:00:00,PAYMENT,11523.45,C674350899,101134.19,89610.74,M661711398,36541.25,48064.7,0,0
6,2026-08-01 06:00:00,TRANSFER,1312.54,C883205436,213696.17,212383.63,C372138138,109746.92,111059.46,0,0
6,2026-08-01 06:00:00,CASH_OUT,1717.86,C573091166,260954.18,259236.32,C338340024,61683.07,63400.93,0,0
6,2026-08-01 06:00:00,DEBIT,2443.53,C985843575,67290.01,64846.48,C541238059,101107.51,103551.04,0,0
6,2026-08-01 06:00:00,CASH_OUT,363.96,C626061018,240470.36,240106.4,C400749547,41207.5,41571.46,0,0
6,2026-08-01 06:00:00,PAYMENT,844.27,C576510938,90566.33,89722.06,M783729989,20619.74,21464.01,0,0
6,2026-08-01 06:00:00,TRANSFER,984.0,C534479143,59516.19,58532.19,C983788699,4373.85,5357.85,0,0
6,2026-08-01 06:00:00,DEBIT,412.66,C692557401,297811.3,297398.64,C326625430,120521.13,120933.79,0,0
6,2026-08-01 06:00:00,PAYMENT,836.02,C245655110,176116.46,175280.44,M278368371,29545.38,30381.4,0,0
6,2026-08-01 06:00:00,TRANSFER,1493.24,C778053834,104288.85,102795.61,C102677281,54519.65,56012.89,0,0
6,2026-08-01 06:00:00,CASH_IN,1221.11,C234076852,141941.36,143162.47,C590362392,115328.24,114107.13,0,0
6,2026-08-01 06:00:00,CASH_OUT,3620.91,C104549013,144903.21,141282.3,C419106607,67527.29,71148.2,0,0
6,2026-08-01 06:00:00,CASH_OUT,836.3,C218571751,269627.02,268790.72,C167597120,32632.34,33468.64,0,0
6,2026-08-01 06:00:00,PAYMENT,21417.98,C106589650,310421.95,289003.97,M697126856,29214.36,50632.34,0,0
6,2026-08-01 06:00:00,TRANSFER,351.41,C506900773,166744.16,166392.75,C828471961,61190.3,61541.71,0,0
7,2026-08-01 07:00:00,PAYMENT,778.98,C414710483,113348.72,112569.74,M653681801,84776.45,85555.43,0,0
7,2026-08-01 07:00:00,CASH_OUT,3401.19,C635603516,254679.0,251277.81,C888823313,58852.75,62253.94,0,0
7,2026-08-01 07:00:00,PAYMENT,4861.99,C480091602,316906.29,312044.3,M688689393,135685.44,140547.43,0,0
7,2026-08-01 07:00:00,DEBIT,267.48,C282248530,40372.73,40105.25,C893382075,575.1,842.58,0,0
7,2026-08-01 07:00:00,CASH_OUT,1538.99,C530493027,278985.73,277446.74,C522201672,60301.74,61840.73,0,0
7,2026-08-01 07:00:00,TRANSFER,6503.03,C509592437,195231.55,188728.52,C408858924,111425.23,117928.26,0,0
7,2026-08-01 07:00:00,PAYMENT,144.19,C453080110,303727.98,303583.79,M692687769,133633.67,133777.86,0,0
7,2026-08-01 07:00:00,PAYMENT,1576.05,C417780506,180179.68,178603.63,M325336169,53760.27,55336.32,0,0
7,2026-08-01 07:00:00,CASH_OUT,172.49,C652052944,301970.24,301797.75,C988027016,101038.37,101210.86,0,0
7,2026-08-01 07:00:00,CASH_OUT,497.4,C960262289,194292.16,193794.76,C596322595,87052.31,87549.71,0,0
7,2026-08-01 07:00:00,CASH_OUT,2078.31,C519190396,51136.35,49058.04,C692825998,30229.87,32308.18,0,0
7,2026-08-01 07:00:00,PAYMENT,1282.0,C892435987,2228.55,946.55,M697449111,102141.65,103423.65,0,0
7,2026-08-01 07:00:00,TRANSFER,296.5,C865761833,217194.8,216898.3,C109000871,37434.69,37731.19,0,0
7,2026-08-01 07:00:00,CASH_OUT,12767.24,C429916200,207442.95,194675.71,C543413242,117586.15,130353.39,0,0
7,2026-08-01 07:00:00,TRANSFER,1065.13,C781833031,73973.24,72908.11,C104529539,129885.18,130950.31,0,0
7,2026-08-01 07:00:00,CASH_OUT,4363.24,C182726969,297795.74,293432.5,C254997477,71763.34,76126.58,0,0
7,2026-08-01 07:00:00,CASH_OUT,19991.68,C814243367,303782.21,283790.53,C340234846,8118.69,28110.37,0,0
7,2026-08-01 07:00:00,PAYMENT,617.61,C292734666,281560.4,280942.79,M277452563,110602.88,111220.49,0,0
7,2026-08-01 07:00:00,PAYMENT,4846.48,C485480310,327837.05,322990.57,M909544358,70082.27,74928.75,0,0
7,2026-08-01 07:00:00,TRANSFER,3518.13,C906815645,177578.82,174060.69,C357183532,14177.88,17696.01,0,0
7,2026-08-01 07:00:00,PAYMENT,200.73,C230476427,245956.11,245755.38,M693254553,49670.55,49871.28,0,0
7,2026-08-01 07:00:00,CASH_OUT,12481.2,C345126517,316611.16,304129.96,C818054843,43596.17,56077.37,0,0
8,2026-08-01 08:00:00,CASH_OUT,2129.95,C866381117,159958.7,157828.75,C472670660,108953.91,111083.86,0,0
8,2026-08-01 08:00:00,DEBIT,775.83,C395316925,216640.49,215864.66,C447816003,63610.01,64385.84,0,0
8,2026-08-01 08:00:00,CASH_OUT,140.45,C642598981,179720.11,179579.66,C682826837,88057.15,88197.6,0,0
8,2026-08-01 08:00:00,PAYMENT,240.37,C490234722,344146.64,343906.27,M930319685,75164.79,75405.16,0,0
8,2026-08-01 08:00:00,PAYMENT,1524.86,C996703886,153451.44,151926.58,M141993956,108638.54,110163.4,0,0
8,2026-08-01 08:00:00,CASH_OUT,217.6,C966444411,111302.63,111085.03,C628528501,107707.63,107925.23,0,0
8,2026-08-01 08:00:00,PAYMENT,4981.06,C171587813,220556.14,215575.08,M456738756,67318.47,72299.53,0,0
8,2026-08-01 08:00:00,CASH_OUT,990.91,C935092443,98603.15,97612.24,C190420614,20255.0,21245.91,0,0
8,2026-08-01 08:00:00,CASH_OUT,153.67,C446160646,300219.64,300065.97,C382344445,61181.45,61335.12,0,0
8,2026-08-01 08:00:00,PAYMENT,630.96,C934261637,312336.88,311705.92,M190700100,24020.28,24651.24,0,0
8,2026-08-01 08:00:00,PAYMENT,335.09,C471484954,121102.11,120767.02,M235687427,143873.69,144208.78,0,0
8,2026-08-01 08:00:00,TRANSFER,260.03,C618162945,125750.23,125490.2,C188792794,142521.61,142781.64,0,0
8,2026-08-01 08:00:00,DEBIT,57.24,C832257157,30775.89,30718.65,C351333832,68502.85,68560.09,0,0
8,2026-08-01 08:00:00,PAYMENT,2125.09,C189162556,89933.26,87808.17,M545182069,4144.18,6269.27,0,0
8,2026-08-01 08:00:00,CASH_IN,398.02,C643311519,24230.92,24628.94,C364815105,56196.55,55798.53,0,0
8,2026-08-01 08:00:00,TRANSFER,36414.73,C809798044,265152.72,228737.99,C404034480,134264.1,170678.83,0,0
8,2026-08-01 08:00:00,CASH_IN,8854.54,C811404352,63521.48,72376.02,C885374162,43203.17,34348.63,0,0
8,2026-08-01 08:00:00,PAYMENT,24601.61,C716191630,28088.16,3486.55,M591554022,93296.98,117898.59,0,0
8,2026-08-01 08:00:00,PAYMENT,5686.04,C536768137,57930.98,52244.94,M200970256,27590.58,33276.62,0,0
8,2026-08-01 08:00:00,DEBIT,714.52,C345022985,132377.98,131663.46,C423507216,123774.63,124489.15,0,0
8,2026-08-01 08:00:00,DEBIT,3041.72,C594044425,148161.44,145119.72,C178139303,133784.6,136826.32,0,0
8,2026-08-01 08:00:00,TRANSFER,1118.86,C580472612,314553.25,313434.39,C521611826,92267.95,93386.81,0,0
8,2026-08-01 08:00:00,CASH_OUT,3123.18,C805195327,98223.96,95100.78,C669001431,93564.37,96687.55,0,0
8,2026-08-01 08:00:00,DEBIT,7530.4,C460006104,251345.6,243815.2,C203372236,56784.0,64314.4,0,0
8,2026-08-01 08:00:00,PAYMENT,4707.97,C268925582,313271.17,308563.2,M186890523,106063.7,110771.67,0,0
8,2026-08-01 08:00:00,TRANSFER,1837.34,C212383048,299916.86,298079.52,C898315385,71769.24,73606.58,0,0
9,2026-08-01 09:00:00,DEBIT,2013.87,C547031823,70039.7,68025.83,C362016557,111823.03,113836.9,0,0
9,2026-08-01 09:00:00,TRANSFER,2574.23,C975449426,98262.14,95687.91,C743365745,145276.78,147851.01,0,0
9,2026-08-01 09:00:00,PAYMENT,10612.83,C718092717,19529.43,8916.6,M660936300,123356.38,133969.21,0,0
9,2026-08-01 09:00:00,CASH_OUT,830.95,C263636089,169410.1,168579.15,C638188414,77599.69,78430.64,0,0
9,2026-08-01 09:00:00,PAYMENT,1200.18,C867700395,142145.13,140944.95,M456102761,146833.28,148033.46,0,0
9,2026-08-01 09:00:00,PAYMENT,807.75,C722675531,191083.66,190275.91,M263376589,91062.33,91870.08,0,0
9,2026-08-01 09:00:00,CASH_IN,2257.24,C938752546,160528.19,162785.43,C359880534,9730.86,7473.62,0,0
9,2026-08-01 09:00:00,TRANSFER,5012.54,C800862844,257661.88,252649.34,C958364773,109555.14,114567.68,0,0
9,2026-08-01 09:00:00,CASH_OUT,2925.31,C240966450,234607.81,231682.5,C605351728,123009.32,125934.63,0,0
9,2026-08-01 09:00:00,DEBIT,1653.66,C150618553,150296.8,148643.14,C220991120,20225.91,21879.57,0,0
9,2026-08-01 09:00:00,PAYMENT,10066.14,C796202244,13726.24,3660.1,M459266842,101893.49,111959.63,0,0
9,2026-08-01 09:00:00,PAYMENT,512.38,C499716261,120659.32,120146.94,M484732861,138137.5,138649.88,0,0
9,2026-08-01 09:00:00,PAYMENT,169.07,C922775045,113801.52,113632.45,M651867658,37713.89,37882.96,0,0
9,2026-08-01 09:00:00,PAYMENT,3029.45,C908143026,31730.62,28701.17,M578590930,87751.29,90780.74,0,0
9,2026-08-01 09:00:00,CASH_OUT,1700.25,C724168077,106830.04,105129.79,C824186747,41188.24,42888.49,0,0
9,2026-08-01 09:00:00,CASH_OUT,1388.81,C331589131,345584.22,344195.41,C742733548,116161.11,117549.92,0,0
10,2026-08-01 10:00:00,TRANSFER,223.95,C755862385,287527.38,287303.43,C960352683,87099.01,87322.96,0,0
10,2026-08-01 10:00:00,PAYMENT,2489.34,C829804467,280672.58,278183.24,M365066347,64211.45,66700.79,0,0
10,2026-08-01 10:00:00,TRANSFER,31961.08,C416419048,295234.9,263273.82,C393373658,4348.2,36309.28,0,0
10,2026-08-01 10:00:00,TRANSFER,219.76,C816824433,302835.35,302615.59,C138164476,141719.84,141939.6,0,0
10,2026-08-01 10:00:00,TRANSFER,1411.19,C599364931,114211.79,112800.6,C712360995,74660.89,76072.08,0,0
10,2026-08-01 10:00:00,PAYMENT,2045.17,C140863850,113130.17,111085.0,M228563855,120616.43,122661.6,0,0
10,2026-08-01 10:00:00,CASH_OUT,893.65,C745544506,118088.82,117195.17,C704549435,58784.24,59677.89,0,0
10,2026-08-01 10:00:00,PAYMENT,2357.06,C329736209,286581.47,284224.41,M909300438,127365.55,129722.61,0,0
10,2026-08-01 10:00:00,TRANSFER,889.26,C430292660,279160.9,278271.64,C821561184,24005.84,24895.1,0,0
10,2026-08-01 10:00:00,CASH_OUT,2316.72,C664547106,6407.53,4090.81,C401252531,34724.09,37040.81,0,0
10,2026-08-01 10:00:00,PAYMENT,1207.52,C445788163,332237.49,331029.97,M926448917,50008.71,51216.23,0,0
10,2026-08-01 10:00:00,TRANSFER,769.7,C146613000,100305.3,99535.6,C836745677,13289.3,14059.0,0,0
10,2026-08-01 10:00:00,PAYMENT,1603.27,C779593580,219335.99,217732.72,M965899596,66576.14,68179.41,0,0
10,2026-08-01 10:00:00,PAYMENT,3910.02,C974775182,224150.27,220240.25,M201641429,72888.66,76798.68,0,0
10,2026-08-01 10:00:00,PAYMENT,154.61,C887545274,40127.77,39973.16,M195724998,17220.0,17374.61,0,0
10,2026-08-01 10:00:00,CASH_IN,5492.58,C207952724,243664.42,249157.0,C955357816,64064.81,58572.23,0,0
10,2026-08-01 10:00:00,TRANSFER,571.12,C647213000,186985.85,186414.73,C172353317,29594.41,30165.53,0,0
10,2026-08-01 10:00:00,CASH_IN,4868.32,C666349679,214011.43,218879.75,C553556914,131281.77,126413.45,0,0
10,2026-08-01 10:00:00,TRANSFER,624.15,C609273887,156700.43,156076.28,C611305184,76394.01,77018.16,0,0
10,2026-08-01 10:00:00,TRANSFER,5665.84,C579474511,281624.72,275958.88,C713884757,142794.92,148460.76,0,0
10,2026-08-01 10:00:00,TRANSFER,1676.84,C177268457,222488.65,220811.81,C612158078,51214.72,52891.56,0,0
10,2026-08-01 10:00:00,PAYMENT,413.68,C245576606,67928.31,67514.63,M841005462,51209.27,51622.95,0,0
11,2026-08-01 11:00:00,PAYMENT,901.01,C347287448,263577.49,262676.48,M346756734,50806.78,51707.79,0,0
11,2026-08-01 11:00:00,PAYMENT,12213.25,C350411703,176145.55,163932.3,M954001998,40242.68,52455.93,0,0
11,2026-08-01 11:00:00,TRANSFER,1969.37,C314312192,13527.52,11558.15,C573368862,117635.49,119604.86,0,0
11,2026-08-01 11:00:00,PAYMENT,873.83,C312112188,138497.97,137624.14,M273316521,42411.12,43284.95,0,0
11,2026-08-01 11:00:00,PAYMENT,11218.34,C726814018,140903.68,129685.34,M137436056,43201.98,54420.32,0,0
11,2026-08-01 11:00:00,PAYMENT,7107.96,C172326868,280601.02,273493.06,M388162592,7034.44,14142.4,0,0
11,2026-08-01 11:00:00,TRANSFER,476.37,C976539202,82271.36,81794.99,C397629280,144804.21,145280.58,0,0
11,2026-08-01 11:00:00,CASH_OUT,1308.51,C315044959,158661.06,157352.55,C919646870,132944.08,134252.59,0,0
11,2026-08-01 11:00:00,DEBIT,112.77,C103696624,19515.18,19402.41,C402877019,43876.45,43989.22,0,0
11,2026-08-01 11:00:00,PAYMENT,7301.32,C173500253,308563.21,301261.89,M170218548,78115.36,85416.68,0,0
11,2026-08-01 11:00:00,PAYMENT,1824.85,C518536506,155616.77,153791.92,M312949135,72411.76,74236.61,0,0
11,2026-08-01 11:00:00,TRANSFER,5288.04,C367403724,299879.38,294591.34,C401089188,13155.46,18443.5,0,0
11,2026-08-01 11:00:00,DEBIT,87.16,C284369441,237194.29,237107.13,C313112196,79679.57,79766.73,0,0
11,2026-08-01 11:00:00,PAYMENT,1158.58,C430015855,112288.67,111130.09,M264927722,16998.99,18157.57,0,0
11,2026-08-01 11:00:00,CASH_OUT,2369.08,C605085251,249591.04,247221.96,C293233546,65113.44,67482.52,0,0
12,2026-08-01 12:00:00,TRANSFER,66.0,C296507829,164363.05,164297.05,C741913611,13170.64,13236.64,0,0
12,2026-08-01 12:00:00,PAYMENT,5172.61,C933153489,119761.5,114588.89,M406338068,88337.43,93510.04,0,0
12,2026-08-01 12:00:00,PAYMENT,1082.56,C789701087,233940.81,232858.25,M237042321,7351.33,8433.89,0,0
12,2026-08-01 12:00:00,PAYMENT,114.12,C479929029,271130.48,271016.36,M470522765,94264.29,94378.41,0,0
12,2026-08-01 12:00:00,DEBIT,798.77,C377055486,241170.03,240371.26,C279227936,106082.77,106881.54,0,0
12,2026-08-01 12:00:00,TRANSFER,3759.43,C234248272,162269.65,158510.22,C874589076,85629.48,89388.91,0,0
12,2026-08-01 12:00:00,TRANSFER,424.48,C547576839,91128.3,90703.82,C553469593,70423.5,70847.98,0,0
12,2026-08-01 12:00:00,TRANSFER,1685.63,C486772994,283733.35,282047.72,C561638119,9118.91,10804.54,0,0
12,2026-08-01 12:00:00,CASH_OUT,909.14,C427561808,121653.27,120744.13,C863527064,1702.99,2612.13,0,0
12,2026-08-01 12:00:00,TRANSFER,79.4,C610701347,214727.9,214648.5,C795372834,51364.73,51444.13,0,0
12,2026-08-01 12:00:00,PAYMENT,4910.62,C957629362,40814.36,35903.74,M526349630,115687.87,120598.49,0,0
12,2026-08-01 12:00:00,PAYMENT,6588.86,C416675431,259227.21,252638.35,M122140017,97091.68,103680.54,0,0
12,2026-08-01 12:00:00,PAYMENT,11366.32,C248497232,333543.04,322176.72,M459614836,18792.14,30158.46,0,0
12,2026-08-01 12:00:00,CASH_OUT,1839.3,C930584760,157526.26,155686.96,C264111222,103190.87,105030.17,0,0
12,2026-08-01 12:00:00,PAYMENT,3930.96,C531754554,192151.01,188220.05,M690675068,86237.34,90168.3,0,0
12,2026-08-01 12:00:00,TRANSFER,141.67,C189444957,314871.73,314730.06,C142738835,25008.48,25150.15,0,0
12,2026-08-01 12:00:00,PAYMENT,2660.0,C687354840,278456.72,275796.72,M641137214,113295.25,115955.25,0,0
12,2026-08-01 12:00:00,CASH_IN,1092.11,C419330325,336816.88,337908.99,C202739649,124545.68,123453.57,0,0
12,2026-08-01 12:00:00,PAYMENT,1603.58,C871901860,93489.7,91886.12,M513454952,34883.61,36487.19,0,0
12,2026-08-01 12:00:00,PAYMENT,307.55,C304134346,164762.56,164455.01,M939499262,95382.94,95690.49,0,0
12,2026-08-01 12:00:00,CASH_IN,10902.21,C494687613,159747.27,170649.48,C151020683,56719.87,45817.66,0,0
